"education_id","title","description","date_range","candidate_id"
64605,"Universidade de São Paulo","Bacharelado, Sistemas de Informação","2012 – 2018",30446
64606,"Kent State University","Bacharelado, Ciência da Computação","2015 – 2016",30446
64607,"ETEC - Escola Técnica Estadual de São Paulo","Design e Comunicação Visual","2010 – 2011",30446
64608,"Universidade de São Paulo","Master's Degree, Computer Software Engineering","2007 – 2011",30447
64609,"Free University of Bozen-Bolzano","Study Abroad, Agile methods","2009 – 2009",30447
64610,"Universidade de São Paulo","Bachelor's Degree, Computer Science","2002 – 2007",30447
64611,"Universidade de São Paulo","Bachelor's degree, Computer Science","2001 – 2006",30448
64612,"Faculdade iDEZ","Specialization, Software Development Processes and Methodologies","2010 – 2011",30449
64613,"Centro Federal de Educação Tecnológica da Paraíba","Graduate, Computing","2001 – 2004",30449
64614,"Centro Federal de Educação Tecnológica da Paraíba","Computing","1997 – 2001",30449
64618,"Universidad del Zulia","Licenciatura en Ciencias de la Computación, Ciencias de la computación","2011 – 2017",30451
64621,"Tecnológico de Costa Rica","Bachelor, Computing Engineering","2010 – 2014",30453
64622,"CERFIN","Tecnólogo en Automatización y Control Industrial, Ingeniería eléctrica y electrónica","2008 – 2012",30454
64623,"Universidad Politécnica Salesiana del Ecuador","Ingeniero Sistemas Mención Robótica e Inteligencia Artificial, Ingeniero Sistemas Mención Robótica e Inteligencia Artificial","2007 – 2012",30454
64624,"Universidad Tecnológica Nacional",NULL,"2013 – 2018",30455
65188,"Universidad ICESI","Ingeniero Industrial, Industrial Engineering","2010 – 2016",30688
65189,"University of Virginia","Course, Principles Project Management","2020 – 2020",30689
65190,"Politécnico Colombiano 'Jaime Isaza Cadavid'","Diplomado en Gerencia de Mercadeo, Marketing/Gestión de marketing, general","2018 – 2018",30689
65191,"IAB spain","Marketing digital, Comunicación digital y contenidos multimedia","2017 – 2017",30689
65192,"Universidad Santo Tomás Colombia","Profesional en Mercadeo, Marketing","2012 – 2016",30689
65194,"Politécnico Grancolombiano","Profesional en Mercadeo y Publicidad, Mercadeo Comunicación y Artes","2009 – 2015",30691
65292,"Universidad Distrital Francisco José de Caldas","Ingeniero de sistemas, Computer Engineering","2006 – 2012",30731
65449,"Universidad Nacional de La Plata","Licenciatura en Sistemas, Sistemas","2007 – 2020",30798
65409,"Universidad Católica de la Santísima Concepción","Ingeniería Civil Informática, Ingeniería civil informática","2009 – 2014",30782
65410,"Universidad Católica de Temuco","Diplomado en innovación y emprendimiento, Emprendimiento/Estudios sobre emprendimiento","2014 – 2014",30782
65411,"Universidad Nacional de La Plata","Curso de programación competitiva","2013 – 2013",30782
65412,"Universidad Nacional de Córdoba","Curso de programación competitiva","2012 – 2012",30782
65450,"Universidad Nacional de La Plata","Analista Programador Universitario, Informática","2007 – 2012",30798
65510,"Animum Creativity Advanced School","Maestria Animación de Personajes 3D para Cine y Videojuegos, Animación, tecnología interactiva, gráficos en vídeo y efectos especiales","2017 – 2019",30829
65511,"AnimationGym","animador 3d, Animacion para personajes 3D","2015 – 2016",30829
65512,"Corporación Universitaria UNITEC","Tecnologa En Animacion 3d, Animacion Digital 3d","2014 – 2016",30829
65513,"Universidade Metodista de São Paulo","Graduação em Jogos Digitais","2019 – 2021",30831
65637,"Universidad de Costa Rica","Bachillerato, Informática Empresarial","2009 – 2013",30886
65638,"Universidad Estatal a Distancia","Licenciatura, Ingeniería informática","2014 – 2016",30886
65906,"Universidade Salgado de Oliveira","Graduação, Análise de Sistemas de Computação","2012 – 2016",31018
65911,"Faculdade de Tecnologia de São Paulo","Análise e Desenvolvimento de Sistemas","2018 – 2022",31020
65912,"FESP","Gradução em Engenharia Civil, Exatas","2012 – 2016",31020
65913,"ETEC Carlos de Campos","Técnico em Edificações","2010 – 2011",31020
65914,"Centro de Diseño Digital","Visual Comunicator, Visual Comunication","2012 – 2015",31021
65915,"Open Valley","Bachelor's degree, Science","1992 – 2006",31021
65919,"Universidad del Norte, A.C.","Diplomatura, Ingeniería informática","2019 – 2019",31023
65920,"Universidad del Norte, A.C.","Diplomatura, Ingeniería informática","2019 – 2019",31023
65921,"Universidad del Norte, A.C.","Diplomatura, Modelado y almacenamiento de datos/Administración de bases de datos","2019 – 2019",31023
65922,"Universidad del Norte, A.C.","Ingeniería, Tecnología de la información","2014 – 2017",31023
65923,"Escuela Industrial y Preparatoria Técnica Pablo Livas","Técnico en Sistemas Computacionales, Mantenimiento y Configuración de Equipos de Computo","2010 – 2013",31023
65924,"Universidad EAFIT","Ingeniero, Ingeniería de sistemas","2003 – 2009",31024
65925,"ISEAD","Máster, Administración y gestión de empresas","2012 – 2014",31024
65926,"Universidad Nacional de Mar del Plata","Industrial Engineering","2016",31025
65927,"Instituto Tecnológico de Buenos Aires","Petroleum Engineering","2014",31025
65928,"Mar del Plata Day School",NULL,"",31025
65932,"Universidad 'Alejandro de Humboldt'","Ingeniero en Informática, Information Technology","2012 – 2014",31027
65933,"Instituto de Tecnología ""Dr. Federico Rivero Palacio"".","Técnico Superior en Informática., Programación, base de datos, análisis de sistemas.","2007 – 2010",31027
65934,"Universidade Tecnológica Federal do Paraná","Tecnologia em Comunicação Institucional, Tecnologias da Comunicação","2009 – 2015",31028
65935,"EBAC - Escola Britânica de Artes Criativas","Curso especializante, UX/UI Design","2019 – 2019",31029
65936,"Mergo User Experience","Workshop, UX Metrics","2019 – 2019",31029
65937,"Universidade Presbiteriana Mackenzie","Bacharelado, Design","2015 – 2018",31029
65941,"Pontificia Universidad Católica Argentina","Licenciatura en Marketing","2015 – 2018",31031
65942,"ESIC Business & Marketing School","Intercambio Academico. Especializacion Digital","",31031
65943,"Colegio Mallinckrodt","Bachiller","2009 – 2014",31031
65944,"Universidad Nacional de La Plata","Licenciado en Sistemas","2006 – 2016",31032
65945,"Universidad Nacional de La Plata","Analista Programador Universitario, Sistemas","2006 – 2011",31032
65952,"Universidade Veiga de Almeida","Ciência da Computação, Ciências da Computação e Informática","2013 – 2015",31034
65967,"ESUCRI","Bachelor's degree, Information Technology","",31040
66461,"Henry","Full Stack Developer, Computer Software Engineering","November 2020 – March 2021",31270
66374,"Universidad Tecnológica Nacional","Engineer's degree, Information Technology","2003 – 2009",31231
66462,"Universidad del Valle","Mechanical Engineering , Mechanical Engineering","2019 – 2024",31270
66463,"Escuela de Aviación del Pacifico","Commercial Pilot of Airline, Aeronautics/Aviation/Aerospace Science and Technology, General","2017 – 2022",31270
66464,"Liceo Pichincha Army School","Bachelors Degree, High School/Secondary Diplomas and Certificates","2004 – 2015",31270
66467,"Universidad Nacional","Grado en Ingeniería en Sistemas de Información, Ingeniería informática","2011 – 2016",31272
66468,"INA INSTITUTO NACIONAL DE APRENDIZAJE","Ejecutivo para centros de servicio, Ingles","2012 – 2013",31272
66647,"CESAR School","Master's degree, Design and Innovation","2018 – 2020",31368
66648,"Instituto Federal da Paraíba","Bachelor's degree, Industrial and Product Design","2010 – 2013",31368
66649,"Universidade Presbiteriana Mackenzie","Sistemas de Informação, TI (Tecnologia de Informação)","2011 – 2015",31369
66650,"Colégio Paralelo Parnasiano de Ensino","High School Diploma","",31369
66651,"FIAP","Bacharelado, Tecnologia em Sistemas da Informação","2020 – 2023",31370
66652,"FAE","Post-graduation, IT Management","2011 – 2012",31371
66653,"Universidade Tuiuti do Paraná","Bachelor's degree, Computer Science","2005 – 2008",31371
66654,"Centro Universitário de João Pessoa","Tecnologia em Sistemas Para Internet, Programação de Computadores","2015 – 2018",31372
66655,"Universidade Federal de Santa Catarina","Especialização em UX Design","2013 – 2015",31373
66656,"SATC - Associação Beneficente da Indústria Carbonífera de Santa Catarina","Bacharel, Design Gráfico","2008 – 2012",31373
66657,"SATC - Associação Beneficente da Indústria Carbonífera de Santa Catarina","Técnico em Informática Industrial","2006 – 2007",31373
66661,"Universidade Federal do Rio Grande do Sul","Master's degree, Computer systems","2009 – 2011",31375
66662,"Universidade Federal de Pelotas","Bachelor of Computer Science, Computer science","2004 – 2008",31375
66663,"CCAA","Mastering English Course, Ingles","2000 – 2004",31375
66785,"Fundación Universidad de las Américas Puebla","Bachelor's degree, Design and Visual Communications, General","2014 – 2018",31435
66786,"University of California, Berkeley","Summer Program, Entrepreneurship/Entrepreneurial Studies","2018",31435
66787,"University of Leeds","Bachelor's degree, Design and Visual Communications, General","2017",31435
67384,"Universidad Católica Nuestra Señora de la Asunción","Ingeniería, Ingeniería informática","2015 – 2021",31732
67426,"Faculdade de Tecnologia de São Paulo","Bachelor of Technology (BTech), Processamento de dados","2004 – 2006",31755
67427,"SESI","Ensino Médio, Information Technology","1998 – 2000",31755
69696,"Universidad Católica del Uruguay 'Dámaso Antonio Larranaga'",NULL,"",32825
67615,"Faculdade Santa Maria","Bachelor's degree, Information Systems","2007 – 2011",31870
67616,"Tecnico Unibratec","Diploma program, Software Development","2006 – 2007",31870
67619,"Tera","Digital Product Leadership","2019 – 2019",31872
67620,"Future Dojo / ACE Aceleradora / Exame",NULL,"June 2021 – July 2021",31872
67621,"Faculdade Santa Rita","Graduação, Análise e Desenvolvimento de Sistemas","2017 – 2020",31872
67622,"Universidade Federal de Santa Catarina","Gestão de Inovação EAD, Administração e Negócios","2013 – 2013",31872
67623,"Universidade Federal da Fronteira Sul","Bacharel, Ciência da Computação","2011 – 2014",31872
67624,"UNOCHAPECÓ","Ciência da Computação","2009 – 2011",31872
67625,"Universidade de Cruz Alta","Ciência da Computação","2004 – 2009",31872
67669,"University of South Florida","Bachelor’s Degree, Management Information Systems, General","2012 – 2016",31888
67670,"Ecole supérieure de Commerce de Rennes","Undergraduate Transfer Credit Study Abroad Program","2014 – 2015",31888
67671,"Escuela Campo Alegre","High School, International Baccalaureate","2010 – 2012",31888
67672,"Udacity","Front End Web Development Nanodegree","",31888
67675,"Universidade Paulista",NULL,"2013 – 2015",31890
67780,"Paulo Ignez Traditional animation course","2d animation","2014",31937
67781,"Paulo Ignez Character Design Course",NULL,"2013 – 2014",31937
67782,"Melies","Animation, Interactive Technology, Video Graphics and Special Effects","2007 – 2008",31937
67783,"Quanta Art Academy",NULL,"2012 – 2013",31937
67784,"UNESP - Universidade Estadual Paulista","Bachelor of Arts (B.A.), Visual Arts","2005 – 2009",31937
67785,"Universidade Estadual Paulista Júlio de Mesquita Filho / UNESP","Licentiate degree, Visual Arts","2005 – 2010",31937
67786,"Schoolism","Character design, Painting, Drawing","2015 – 2016",31937
67966,"Universidad Tecnológica Nacional","Ingeniería, Ingeniería de sistemas","2010 – 2017",32024
67967,"Universidad Tecnológica Nacional","Analista de Sistemas de Información, Análisis de sistemas informáticos/Analista","2010 – 2015",32024
67977,"Universidad Maimónides","Ingeniero en Sistemas, Ingeniería en Sistemas de la Información","2006 – 2013",32028
67978,"Nicolás Avellaneda",NULL,"",32028
69697,"Universidad de la República",NULL,"2008 – 2010",32825
69702,"Universidade Federal da Paraíba","Master of Science - MS, Computer Science","2014 – 2016",32828
69703,"Universidade Federal da Paraíba","Bachelor of Science - BS, Computer Science","2010 – 2014",32828
69704,"Instituto Federal da Paraíba","Bachelor of Technology - BTech, Internet Systems","2007 – 2010",32828
70493,"Tecnológico de Monterrey","Bachelor's degree, Computer Science","2012 – 2016",33205
71179,"ENEB - Business School","MBA - Master, Business Administration","2020 – 2022",33510
